com,n_com,dgr_int,PY,TI,AU,UT,seed_com
18,5,0.011994949494949496,2020,THE FOOD MATRIX AND THE GASTROINTESTINAL FLUIDS ALTER THE FEATURES OF SILVER NANOPARTICLES,LALOUX L;KASTRATI D;CAMBIER S;GUTLEB AC;SCHNEIDER Y-J,2-S2.0-85081956851,FALSE
18,5,0.011419931802097407,2020,RISK GOVERNANCE OF EMERGING TECHNOLOGIES DEMONSTRATED IN TERMS OF ITS APPLICABILITY TO NANOMATERIALS,ISIGONIS P;AFANTITIS A;ANTUNES D;BARTONOVA A;BEITOLLAHI A;BOHMER N;BOUMAN E;CHAUDHRY Q;CIMPAN MR;CIMPAN E;DOAK S;DUPIN D;FEDRIGO D;FESSARD V;GROMELSKI M;GUTLEB AC;HALAPPANAVAR S;HOET P;JELIAZKOVA N;JOMINI S;LINDNER S;LINKOV I;LONGHIN EM;LYNCH I;MALSCH I;MARCOMINI A;MARIUSSEN E;DE LA FUENTE JM;MELAGRAKI G;MURPHY F;NEAVES M;PACKROFF R;PFUHLER S;PUZYN T;RAHMAN Q;PRAN ER;SEMENZIN E;SERCHI T;STEINBACH C;TRUMP B;VRČEK IV;WARHEIT D;WIESNER MR;WILLIGHAGEN E;DUSINSKA M,2-S2.0-85088403094,FALSE
19,5,0.2404376332683383,2017,IMPACT OF GAS INJECTION ON THE APPARENT VISCOSITY AND VISCOELASTIC PROPERTY OF WASTE ACTIVATED SEWAGE SLUDGE,BOBADE V;BAUDEZ JC;EVANS G;ESHTIAGHI N,2-S2.0-85014096579,FALSE
19,5,0.17971764549007843,2018,IMPACT OF GAS INJECTION ON PHYSICOCHEMICAL PROPERTIES OF WASTE ACTIVATED SLUDGE: A LINEAR RELATIONSHIP BETWEEN THE CHANGE OF VISCOELASTIC PROPERTIES AND THE CHANGE OF OTHER PHYSIOCHEMICAL PROPERTIES,BOBADE V;EVANS G;BAUDEZ JC;ESHTIAGHI N,2-S2.0-85053126916,FALSE
19,5,0.10707618823192086,2018,EXPERIMENTAL RHEOLOGICAL PROCEDURE ADAPTED TO PASTY DEWATERED SLUDGE UP TO 45 % DRY MATTER,MOUZAOUI M;BAUDEZ JC;SAUCEAU M;ARLABOSSE P,2-S2.0-85041376611,FALSE
19,5,0.0981220053800699,2018,COMPARISON BETWEEN CLASSICAL KELVIN-VOIGT AND FRACTIONAL DERIVATIVE KELVIN-VOIGT MODELS IN PREDICTION OF LINEAR VISCOELASTIC BEHAVIOUR OF WASTE ACTIVATED SLUDGE,FARNO E;BAUDEZ J-C;ESHTIAGHI N,2-S2.0-85029698272,FALSE
19,5,0.05130824372759857,2019,IMPACT OF RHEOLOGICAL PROPERTIES OF SUBSTRATE ON ANAEROBIC DIGESTION AND DIGESTATE DEWATERABILITY: NEW INSIGHTS THROUGH RHEOLOGICAL AND PHYSICO-CHEMICAL INTERACTION,MIRYAHYAEI S;OLINGA K;ABDUL MUTHALIB FA;DAS T;AB AZIZ MS;OTHMAN M;BAUDEZ JC;BATSTONE D;ESHTIAGHI N,2-S2.0-85057457171,FALSE
20,4,0.14973867728549445,2019,AN IMMISSION PERSPECTIVE OF EMERGING MICROPOLLUTANT PRESSURE IN LUXEMBOURGISH SURFACE WATERS: A SIMPLE EVALUATION SCHEME FOR WASTEWATER IMPACT ASSESSMENT,GALLÉ T;PITTOIS D;BAYERLE M;BRAUN C,2-S2.0-85069656848,FALSE
20,4,0.07084745762711865,2020,QUANTITATIVE USE OF PASSIVE SAMPLING DATA TO DERIVE A COMPLETE SEASONAL SEQUENCE OF FLOOD EVENT LOADS: A CASE STUDY FOR MAIZE HERBICIDES IN LUXEMBOURG,GALLÉ T;FRELAT M;HUCK V;BAYERLE M;PITTOIS D;BRAUN C,2-S2.0-85080861408,FALSE
20,4,0.0625531914893617,2020,ALLOCATING BIOCIDE SOURCES AND FLOW PATHS TO SURFACE WATERS USING PASSIVE SAMPLERS AND FLOOD WAVE CHEMOGRAPHS,GALLÉ T;BAYERLE M;PITTOIS D;HUCK V,2-S2.0-85078743822,FALSE
20,4,0.056338028169014086,2019,LARGE-SCALE DETERMINATION OF MICROPOLLUTANT ELIMINATION FROM MUNICIPAL WASTEWATER BY PASSIVE SAMPLING GIVES NEW INSIGHTS IN GOVERNING PARAMETERS AND DEGRADATION PATTERNS,GALLÉ T;KOEHLER C;PLATTES M;PITTOIS D;BAYERLE M;CARAFA R;CHRISTEN A;HANSEN J,2-S2.0-85066267363,FALSE
21,4,0.11309523809523808,2018,TOWARDS DESIGN RECOMMENDATIONS FOR TRAINING OF SECURITY CRITICAL AGENTS IN MIXED REALITY ENVIRONMENTS,HUYNEN J-L;MCCALL R;GRIFFIN M,2-S2.0-85058285967,FALSE
21,4,0.08333333333333333,2017,COLLABORATIVE STORYTELLING USING GAMIFICATION AND AUGMENTED REALITY,GIRONACCI IM;MC-CALL R;TAMISIER T,2-S2.0-85029805546,FALSE
21,4,0.07142857142857142,2018,MIXED REALITY COLLABORATIVE STORYTELLING,GIRONACCI IM;CALL RM;TAMISIER T,2-S2.0-85058288741,FALSE
21,4,0.041666666666666664,2017,A CORPUS OF NARRATIVES RELATED TO LUXEMBOURG FOR THE PERIOD 1945-1975,PARISOT O;TAMISIER T,2-S2.0-85039158862,FALSE
22,3,0.10286382232612507,2020,A DATA-DRIVEN PLATFORM FOR PREDICTING THE POSITION OF FUTURE WIND TURBINES,PARISOT O,2-S2.0-85094150724,FALSE
22,3,0.06896551724137931,2021,AUTOMATED MACHINE LEARNING FOR WIND FARMS LOCATION,PARISOT O;TAMISIER T,2-S2.0-85103832477,FALSE
22,3,0.03389830508474576,2021,CO-OPTIMISATION OF WIND FARM MICRO-SITING AND CABLING LAYOUTS,AL SHEREIQI A;MOHANDES B;AL-HINAI A;BAKHTVAR M;AL-ABRI R;EL MOURSI MS;ALBADI M,2-S2.0-85102827118,FALSE
23,3,0.019756322508616087,2018,AN IMPROVED SECRETION SIGNAL ENHANCES THE SECRETION OF MODEL PROTEINS FROM PICHIA PASTORIS,BARRERO JJ;CASLER JC;VALERO F;FERRER P;GLICK BS,2-S2.0-85054844406,FALSE
23,3,0.015582010582010582,2019,DETECTION AND ELIMINATION OF CELLULAR BOTTLENECKS IN PROTEIN-PRODUCING YEASTS,ZAHRL RJ;GASSER B;MATTANOVICH D;FERRER P,2-S2.0-85061279034,FALSE
23,3,0.014174311926605506,2019,GLYCEROL METABOLISM OF PICHIA PASTORIS (KOMAGATAELLA SPP.) CHARACTERISED BY 13 C-BASED METABOLIC FLUX ANALYSIS,TOMÀS-GAMISANS M;ØDUM ASR;WORKMAN M;FERRER P;ALBIOL J,2-S2.0-85060584165,FALSE
24,3,0.5310630464795214,2017,STORING AND PROCESSING PERSONAL NARRATIVES IN THE CONTEXT OF CULTURAL LEGACY PRESERVATION,BRUNEAU P;PARISOT O;TAMISIER T,2-S2.0-85029424759,FALSE
24,3,0.5303769401330377,2018,"NARRATIVE ANNOTATION OF CONTENT FOR CULTURAL LEGACY PRESERVATION",BRUNEAU P,2-S2.0-85049677030,FALSE
24,3,0.03704974271012007,2017,USING VISUALISATION TECHNIQUES TO ACQUIRE A BETTER UNDERSTANDING OF STORYTELLING FOR CULTURAL HERITAGE,CARVALHO P;PARISOT O;TAMISIER T,2-S2.0-85029413184,FALSE
25,2,0.04054054054054054,2021,AN ASSESSMENT OF ELECTRIFIED METHANOL PRODUCTION FROM AN ENVIRONMENTAL PERSPECTIVE,DELIKONSTANTIS E;IGOS E;THEOFANIDIS S-A;BENETTO E;MARIN GB;VAN GEEM K;STEFANIDIS GD,2-S2.0-85115683032,FALSE
25,2,0.04054054054054054,2020,LIFE CYCLE ASSESSMENT OF PLASMA-ASSISTED ETHYLENE PRODUCTION FROM RICH-IN-METHANE GAS STREAMS,DELIKONSTANTIS E;IGOS E;AUGUSTINUS M;BENETTO E;STEFANIDIS GD,2-S2.0-85081163745,FALSE
26,2,0.047619047619047616,2021,VALIDATION AND PSYCHOMETRIC EVALUATION OF THE ITALIAN VERSION OF THE BERGEN–YALE SEX ADDICTION SCALE,SORACI P;MELCHIORI FM;DEL FANTE E;MELCHIORI R;GUAITOLI E;LAGATTOLLA F;PARENTE G;BONANNO E;NORBIATO L;CIMAGLIA R;CAMPEDELLI L;ABBIATI FA;FERRARI A;GRIFFITHS MD,2-S2.0-85112464229,FALSE
26,2,0.047619047619047616,2020,PSYCHOMETRIC VALIDATION OF THE INTERNET DISORDER SCALE–SHORT FORM IN AN ITALIAN ADULT SAMPLE,SORACI P;FERRARI A;BONANNO E;ROSANNA DP;REPICE E;GRIFFITHS MD,2-S2.0-85084202462,FALSE
27,2,0.08571428571428572,2020,AGGREGATION OF COMPONENT-BASED GRID-FEEDING DER AND LOAD MODELS FOR SIMULATION OF MICROGRID ISLANDING TRANSIENTS,ROOS MH;NGUYEN PH;MORREN J;SLOOTWEG JG,2-S2.0-85089071757,FALSE
27,2,0.08571428571428572,2019,MODELING OF DISTRIBUTED ENERGY RESOURCES FOR SIMULATING FAULT-INITIATED ISLANDING OF MICROGRIDS,ROOS MH;NGUYEN PH;MORREN J;SLOOTWEG JG,2-S2.0-85072322862,FALSE
28,2,0.10377358490566038,2018,"ESTROGENIC AND ANTI-ESTROGENIC ACTIVITY OF BUTYLPARABEN, BUTYLATED HYDROXYANISOLE, BUTYLATED HYDROXYTOLUENE AND PROPYL GALLATE AND THEIR BINARY MIXTURES ON TWO ESTROGEN RESPONSIVE CELL LINES (T47D-KBLUC, MCF-7)",POP A;DRUGAN T;GUTLEB AC;LUPU D;CHERFAN J;LOGHIN F;KISS B,2-S2.0-85042166116,FALSE
28,2,0.10377358490566038,2016,INDIVIDUAL AND COMBINED IN VITRO (ANTI)ANDROGENIC EFFECTS OF CERTAIN FOOD ADDITIVES AND COSMETIC PRESERVATIVES,POP A;DRUGAN T;GUTLEB AC;LUPU D;CHERFAN J;LOGHIN F;KISS B,2-S2.0-84956649817,FALSE
